Cycle,Code,Role,Values
82,ISFP-T,Adventurer,"[49, 48, 44, 35, 47]"
83,INFP-A,Mediator,"[39, 54, 42, 35, 63]"
84,ISFP-A,Adventurer,"[36, 32, 37, 31, 60]"
85,ISFP-A,Adventurer,"[49, 46, 39, 42, 54]"
86,INFP-A,Mediator,"[44, 52, 40, 36, 67]"
87,INFP-A,Mediator,"[37, 56, 33, 39, 57]"
88,ISFP-A,Adventurer,"[44, 46, 37, 33, 64]"
89,INFP-A,Mediator,"[44, 52, 43, 31, 68]"
90,ISFP-A,Adventurer,"[40, 39, 35, 40, 64]"
91,ISFP-A,Adventurer,"[44, 43, 39, 36, 61]"
92,ISFP-A,Adventurer,"[39, 47, 36, 26, 54]"
93,ISFP-A,Adventurer,"[49, 39, 42, 37, 65]"
94,ISFP-A,Adventurer,"[43, 47, 36, 39, 67]"
95,ISFP-A,Adventurer,"[47, 46, 36, 29, 64]"
96,ISFP-A,Adventurer,"[43, 43, 40, 44, 61]"
97,ENFP-A,Campaigner,"[56, 51, 42, 36, 61]"
98,ISFP-A,Adventurer,"[39, 45, 37, 24, 60]"
99,ISFP-A,Adventurer,"[46, 47, 46, 36, 58]"
100,ISFP-A,Adventurer,"[49, 47, 32, 33, 61]"
