num_of_cycles,E,I,N,S,F,T,J,P,MBTI
60.0,20.0,1.0,21.0,6.0,11.0,12.0,5.0,17.0,ENTP
61.0,17.0,4.0,21.0,6.0,12.0,11.0,4.0,18.0,ENFP
62.0,15.0,6.0,20.0,6.0,13.0,11.0,4.0,18.0,ENFP
63.0,19.0,2.0,20.0,6.0,8.0,16.0,4.0,18.0,ENTP
64.0,17.0,4.0,20.0,6.0,10.0,14.0,5.0,17.0,ENTP
65.0,17.0,4.0,22.0,5.0,13.0,10.0,5.0,17.0,ENFP
66.0,17.0,4.0,20.0,7.0,12.0,11.0,4.0,18.0,ENFP
67.0,17.0,4.0,20.0,6.0,13.0,11.0,5.0,17.0,ENFP
68.0,17.0,4.0,19.0,7.0,12.0,12.0,4.0,18.0,ENTP
69.0,17.0,4.0,21.0,6.0,15.0,8.0,4.0,18.0,ENFP
70.0,20.0,1.0,20.0,7.0,11.0,12.0,5.0,17.0,ENTP
71.0,18.0,3.0,19.0,8.0,12.0,11.0,5.0,17.0,ENFP
72.0,19.0,2.0,24.0,3.0,11.0,12.0,5.0,17.0,ENTP
73.0,16.0,5.0,20.0,6.0,9.0,15.0,5.0,17.0,ENTP
74.0,17.0,4.0,19.0,8.0,13.0,10.0,5.0,17.0,ENFP
75.0,19.0,2.0,20.0,6.0,9.0,15.0,5.0,17.0,ENTP
76.0,17.0,4.0,20.0,7.0,11.0,12.0,4.0,18.0,ENTP
77.0,19.0,2.0,21.0,6.0,8.0,15.0,5.0,17.0,ENTP
78.0,16.0,5.0,22.0,4.0,14.0,10.0,6.0,16.0,ENFP
79.0,18.0,3.0,20.0,6.0,13.0,11.0,5.0,17.0,ENFP
80.0,15.0,6.0,21.0,6.0,12.0,11.0,5.0,17.0,ENFP
81.0,17.0,4.0,23.0,4.0,12.0,11.0,5.0,17.0,ENFP
82.0,19.0,2.0,22.0,5.0,13.0,10.0,5.0,17.0,ENFP
83.0,18.0,3.0,21.0,5.0,9.0,15.0,5.0,17.0,ENTP
84.0,20.0,1.0,20.0,6.0,12.0,12.0,5.0,17.0,ENTP
85.0,17.0,4.0,21.0,6.0,15.0,8.0,5.0,17.0,ENFP
86.0,17.0,4.0,22.0,5.0,11.0,12.0,4.0,18.0,ENTP
87.0,17.0,4.0,21.0,5.0,12.0,12.0,5.0,17.0,ENTP
88.0,18.0,3.0,22.0,4.0,11.0,13.0,5.0,17.0,ENTP
89.0,18.0,3.0,22.0,5.0,12.0,11.0,4.0,18.0,ENFP
90.0,18.0,3.0,21.0,6.0,15.0,8.0,4.0,18.0,ENFP
91.0,19.0,2.0,21.0,5.0,13.0,11.0,5.0,17.0,ENFP
92.0,18.0,3.0,21.0,6.0,9.0,14.0,5.0,17.0,ENTP
93.0,17.0,4.0,22.0,5.0,9.0,14.0,4.0,18.0,ENTP
94.0,17.0,4.0,22.0,5.0,10.0,13.0,4.0,18.0,ENTP
95.0,19.0,2.0,20.0,6.0,11.0,13.0,6.0,16.0,ENTP
96.0,20.0,1.0,19.0,7.0,11.0,13.0,6.0,16.0,ENTP
97.0,16.0,5.0,19.0,8.0,11.0,12.0,5.0,17.0,ENTP
98.0,16.0,5.0,23.0,4.0,10.0,13.0,5.0,17.0,ENTP
99.0,18.0,3.0,21.0,6.0,15.0,8.0,5.0,17.0,ENFP
100.0,17.0,4.0,21.0,5.0,9.0,15.0,5.0,17.0,ENTP
,1753.0,347.0,2098.0,558.0,1142.0,1202.0,480.0,1720.0,
