num_of_cycles,E,I,N,S,F,T,J,P,MBTI
27.0,20.0,1.0,25.0,2.0,1.0,22.0,4.0,18.0,ENTP
28.0,21.0,0.0,24.0,3.0,3.0,20.0,4.0,18.0,ENTP
29.0,21.0,0.0,27.0,0.0,2.0,21.0,6.0,16.0,ENTP
30.0,21.0,0.0,26.0,1.0,3.0,20.0,5.0,17.0,ENTP
31.0,21.0,0.0,26.0,1.0,4.0,19.0,8.0,14.0,ENTP
32.0,20.0,1.0,26.0,1.0,2.0,21.0,4.0,18.0,ENTP
33.0,21.0,0.0,25.0,2.0,1.0,22.0,5.0,17.0,ENTP
34.0,21.0,0.0,26.0,1.0,1.0,22.0,6.0,16.0,ENTP
35.0,20.0,1.0,27.0,0.0,1.0,22.0,6.0,16.0,ENTP
36.0,20.0,1.0,24.0,3.0,3.0,20.0,6.0,16.0,ENTP
37.0,20.0,1.0,26.0,1.0,1.0,22.0,8.0,14.0,ENTP
38.0,20.0,1.0,26.0,1.0,2.0,21.0,5.0,17.0,ENTP
39.0,20.0,1.0,26.0,1.0,1.0,22.0,7.0,15.0,ENTP
40.0,20.0,1.0,25.0,2.0,0.0,23.0,6.0,16.0,ENTP
41.0,21.0,0.0,24.0,3.0,1.0,22.0,5.0,17.0,ENTP
42.0,21.0,0.0,25.0,2.0,2.0,21.0,8.0,14.0,ENTP
43.0,21.0,0.0,25.0,2.0,2.0,21.0,6.0,16.0,ENTP
44.0,20.0,1.0,26.0,1.0,2.0,21.0,7.0,15.0,ENTP
45.0,20.0,1.0,25.0,2.0,2.0,21.0,3.0,19.0,ENTP
46.0,20.0,1.0,26.0,1.0,2.0,21.0,5.0,17.0,ENTP
47.0,20.0,1.0,25.0,2.0,1.0,22.0,5.0,17.0,ENTP
48.0,20.0,1.0,25.0,2.0,4.0,19.0,6.0,16.0,ENTP
49.0,20.0,1.0,26.0,1.0,0.0,23.0,7.0,15.0,ENTP
50.0,21.0,0.0,27.0,0.0,2.0,21.0,6.0,16.0,ENTP
51.0,21.0,0.0,26.0,1.0,2.0,21.0,5.0,17.0,ENTP
52.0,20.0,1.0,25.0,2.0,1.0,22.0,5.0,17.0,ENTP
53.0,21.0,0.0,24.0,3.0,1.0,22.0,7.0,15.0,ENTP
54.0,21.0,0.0,26.0,1.0,2.0,21.0,5.0,17.0,ENTP
55.0,21.0,0.0,26.0,1.0,0.0,23.0,4.0,18.0,ENTP
56.0,20.0,1.0,25.0,2.0,0.0,23.0,6.0,16.0,ENTP
57.0,21.0,0.0,24.0,3.0,0.0,23.0,5.0,17.0,ENTP
58.0,21.0,0.0,25.0,2.0,1.0,22.0,7.0,15.0,ENTP
59.0,21.0,0.0,27.0,0.0,1.0,22.0,4.0,18.0,ENTP
60.0,20.0,1.0,27.0,0.0,1.0,22.0,6.0,16.0,ENTP
61.0,20.0,1.0,26.0,1.0,1.0,22.0,7.0,15.0,ENTP
62.0,20.0,1.0,26.0,1.0,1.0,22.0,4.0,18.0,ENTP
63.0,21.0,0.0,27.0,0.0,0.0,23.0,5.0,17.0,ENTP
64.0,20.0,1.0,26.0,1.0,0.0,23.0,6.0,16.0,ENTP
65.0,21.0,0.0,27.0,0.0,2.0,21.0,4.0,18.0,ENTP
66.0,20.0,1.0,25.0,2.0,2.0,21.0,8.0,14.0,ENTP
67.0,21.0,0.0,23.0,4.0,1.0,22.0,4.0,18.0,ENTP
68.0,21.0,0.0,26.0,1.0,1.0,22.0,6.0,16.0,ENTP
69.0,21.0,0.0,26.0,1.0,2.0,21.0,6.0,16.0,ENTP
70.0,20.0,1.0,27.0,0.0,0.0,23.0,4.0,18.0,ENTP
71.0,20.0,1.0,27.0,0.0,1.0,22.0,3.0,19.0,ENTP
72.0,20.0,1.0,27.0,0.0,1.0,22.0,7.0,15.0,ENTP
73.0,20.0,1.0,26.0,1.0,3.0,20.0,5.0,17.0,ENTP
74.0,20.0,1.0,25.0,2.0,0.0,23.0,5.0,17.0,ENTP
75.0,20.0,1.0,25.0,2.0,0.0,23.0,4.0,18.0,ENTP
76.0,21.0,0.0,26.0,1.0,1.0,22.0,5.0,17.0,ENTP
77.0,21.0,0.0,26.0,1.0,1.0,22.0,7.0,15.0,ENTP
78.0,21.0,0.0,24.0,3.0,1.0,22.0,4.0,18.0,ENTP
79.0,20.0,1.0,26.0,1.0,3.0,20.0,5.0,17.0,ENTP
80.0,20.0,1.0,25.0,2.0,1.0,22.0,5.0,17.0,ENTP
81.0,21.0,0.0,26.0,1.0,1.0,22.0,5.0,17.0,ENTP
82.0,20.0,1.0,27.0,0.0,1.0,22.0,6.0,16.0,ENTP
83.0,21.0,0.0,26.0,1.0,3.0,20.0,5.0,17.0,ENTP
84.0,21.0,0.0,24.0,3.0,1.0,22.0,6.0,16.0,ENTP
85.0,20.0,1.0,25.0,2.0,4.0,19.0,5.0,17.0,ENTP
86.0,21.0,0.0,25.0,2.0,2.0,21.0,5.0,17.0,ENTP
87.0,20.0,1.0,25.0,2.0,1.0,22.0,6.0,16.0,ENTP
88.0,21.0,0.0,25.0,2.0,1.0,22.0,5.0,17.0,ENTP
89.0,21.0,0.0,25.0,2.0,2.0,21.0,5.0,17.0,ENTP
90.0,20.0,1.0,27.0,0.0,2.0,21.0,6.0,16.0,ENTP
91.0,21.0,0.0,25.0,2.0,2.0,21.0,5.0,17.0,ENTP
92.0,20.0,1.0,25.0,2.0,1.0,22.0,7.0,15.0,ENTP
93.0,21.0,0.0,27.0,0.0,1.0,22.0,4.0,18.0,ENTP
94.0,19.0,2.0,24.0,3.0,3.0,20.0,6.0,16.0,ENTP
95.0,21.0,0.0,25.0,2.0,0.0,23.0,6.0,16.0,ENTP
96.0,21.0,0.0,25.0,2.0,1.0,22.0,5.0,17.0,ENTP
97.0,20.0,1.0,27.0,0.0,4.0,19.0,7.0,15.0,ENTP
98.0,21.0,0.0,25.0,2.0,1.0,22.0,6.0,16.0,ENTP
99.0,20.0,1.0,25.0,2.0,3.0,20.0,5.0,17.0,ENTP
100.0,20.0,1.0,25.0,2.0,2.0,21.0,7.0,15.0,ENTP
,2048.0,52.0,2557.0,143.0,153.0,2147.0,555.0,1645.0,
