Cycle,Code,Role,Values
35,ESFP-A,Entertainer,"[60, 43, 22, 47, 58]"
36,ESFP-A,Entertainer,"[51, 34, 15, 49, 58]"
37,ISFP-A,Adventurer,"[46, 34, 17, 44, 58]"
38,ESFP-A,Entertainer,"[60, 38, 22, 49, 57]"
39,ESFP-A,Entertainer,"[54, 35, 22, 49, 64]"
40,ESFJ-A,Consul,"[53, 42, 19, 51, 63]"
41,ESFP-A,Entertainer,"[54, 35, 11, 49, 56]"
42,ESFP-A,Entertainer,"[51, 45, 19, 47, 56]"
43,ESFP-A,Entertainer,"[54, 41, 24, 49, 58]"
44,ESFJ-A,Consul,"[58, 45, 22, 56, 58]"
45,ESFJ-A,Consul,"[51, 46, 21, 53, 54]"
46,ESFP-A,Entertainer,"[63, 42, 21, 49, 53]"
47,ISFP-A,Adventurer,"[49, 41, 11, 46, 65]"
48,ESFJ-A,Consul,"[57, 41, 21, 54, 58]"
49,ESFP-A,Entertainer,"[56, 36, 19, 49, 57]"
50,ESFJ-A,Consul,"[58, 35, 14, 53, 58]"
51,ESFP-A,Entertainer,"[54, 27, 28, 49, 63]"
52,ESFP-A,Entertainer,"[51, 42, 19, 47, 58]"
53,ESFP-A,Entertainer,"[53, 42, 25, 49, 56]"
54,ESFP-A,Entertainer,"[61, 29, 21, 49, 57]"
55,ESFP-A,Entertainer,"[53, 29, 24, 49, 57]"
56,ESFJ-A,Consul,"[53, 45, 22, 58, 60]"
57,ESFP-A,Entertainer,"[60, 43, 22, 44, 61]"
58,ISFP-A,Adventurer,"[46, 39, 15, 49, 53]"
59,ESFJ-A,Consul,"[60, 35, 24, 57, 61]"
60,ISFP-A,Adventurer,"[49, 41, 15, 49, 56]"
61,ESFP-A,Entertainer,"[56, 36, 24, 47, 53]"
62,ESFP-A,Entertainer,"[58, 34, 21, 49, 63]"
63,ESFJ-A,Consul,"[56, 43, 19, 57, 60]"
64,ESFJ-A,Consul,"[56, 43, 18, 53, 58]"
65,ESFJ-A,Consul,"[58, 36, 21, 53, 58]"
66,ESFP-A,Entertainer,"[56, 42, 22, 49, 60]"
67,ISFJ-A,Defender,"[47, 39, 21, 58, 64]"
68,ESFP-A,Entertainer,"[54, 46, 21, 42, 63]"
69,ESFP-A,Entertainer,"[58, 45, 21, 46, 53]"
70,ESFP-A,Entertainer,"[57, 41, 21, 46, 63]"
71,ESFP-A,Entertainer,"[63, 32, 19, 49, 60]"
72,ESFP-A,Entertainer,"[53, 46, 12, 47, 57]"
73,ESFP-A,Entertainer,"[57, 46, 17, 49, 58]"
74,ESFP-A,Entertainer,"[58, 35, 26, 49, 57]"
75,ESFP-A,Entertainer,"[56, 35, 18, 49, 56]"
76,ISFP-A,Adventurer,"[49, 39, 19, 49, 54]"
77,ESFP-A,Entertainer,"[58, 27, 19, 47, 60]"
78,ISFP-A,Adventurer,"[47, 35, 22, 49, 60]"
79,ESFP-A,Entertainer,"[56, 39, 24, 46, 58]"
80,ESFJ-A,Consul,"[65, 45, 24, 51, 56]"
81,ESFJ-A,Consul,"[56, 35, 21, 58, 63]"
82,ESFJ-A,Consul,"[56, 42, 18, 51, 69]"
83,ESFP-A,Entertainer,"[56, 43, 15, 46, 61]"
84,ESFJ-A,Consul,"[54, 43, 24, 51, 51]"
85,ESFJ-T,Consul,"[53, 45, 19, 53, 49]"
86,ESFJ-A,Consul,"[51, 46, 19, 54, 63]"
87,ISFP-A,Adventurer,"[49, 36, 21, 47, 51]"
88,ESFP-A,Entertainer,"[60, 45, 19, 49, 57]"
89,ESFJ-A,Consul,"[53, 42, 21, 53, 61]"
90,ISFP-A,Adventurer,"[49, 31, 18, 49, 64]"
91,ESFJ-A,Consul,"[64, 32, 18, 51, 61]"
92,ISFJ-A,Defender,"[49, 39, 21, 53, 54]"
93,ESFP-A,Entertainer,"[53, 41, 18, 47, 56]"
94,ESFP-A,Entertainer,"[51, 43, 22, 46, 56]"
95,ESFJ-A,Consul,"[57, 36, 18, 56, 60]"
96,ESFP-A,Entertainer,"[60, 38, 18, 49, 56]"
97,ESFJ-A,Consul,"[57, 34, 17, 54, 56]"
98,ISFJ-A,Defender,"[49, 36, 17, 61, 54]"
99,ESFP-A,Entertainer,"[65, 39, 28, 43, 58]"
100,ESFP-A,Entertainer,"[51, 46, 24, 44, 54]"
