Cycle,Code,Role,Values
79,ESTJ-A,Executive,"[71, 17, 76, 71, 86]"
80,ESTJ-A,Executive,"[58, 18, 83, 72, 85]"
81,ESTJ-A,Executive,"[71, 18, 89, 71, 76]"
82,ESTJ-A,Executive,"[65, 21, 85, 75, 89]"
83,ESTJ-A,Executive,"[65, 27, 81, 71, 78]"
84,ESTJ-A,Executive,"[64, 32, 76, 76, 88]"
85,ESTJ-A,Executive,"[67, 25, 76, 78, 78]"
86,ESTJ-A,Executive,"[58, 22, 74, 68, 81]"
87,ESTJ-A,Executive,"[63, 17, 68, 68, 74]"
88,ESTJ-A,Executive,"[61, 14, 85, 69, 76]"
89,ESTJ-A,Executive,"[64, 14, 76, 74, 90]"
90,ESTJ-A,Executive,"[60, 4, 75, 68, 78]"
91,ESTJ-A,Executive,"[60, 11, 89, 71, 82]"
92,ESTJ-A,Executive,"[65, 13, 83, 71, 79]"
93,ESTJ-A,Executive,"[68, 16, 79, 74, 74]"
94,ESTJ-A,Executive,"[63, 22, 85, 71, 79]"
95,ESTJ-A,Executive,"[61, 20, 79, 72, 74]"
96,ESTJ-A,Executive,"[56, 14, 85, 75, 85]"
97,ESTJ-A,Executive,"[60, 21, 83, 69, 76]"
98,ESTJ-A,Executive,"[61, 18, 83, 65, 78]"
99,ESTJ-A,Executive,"[67, 16, 79, 71, 86]"
100,ESTJ-A,Executive,"[63, 18, 88, 74, 78]"
