Cycle,Code,Role,Values
58,ENFP-A,Campaigner,"[61, 51, 36, 31, 64]"
59,ENFP-A,Campaigner,"[63, 59, 44, 28, 64]"
60,ENFP-A,Campaigner,"[64, 54, 42, 25, 58]"
61,ENFP-A,Campaigner,"[60, 57, 39, 40, 69]"
62,ENFP-A,Campaigner,"[57, 51, 43, 32, 69]"
63,ENFP-A,Campaigner,"[61, 54, 33, 28, 63]"
64,ENFP-A,Campaigner,"[53, 54, 49, 25, 61]"
65,ENFP-A,Campaigner,"[60, 53, 35, 39, 64]"
66,ENFP-A,Campaigner,"[56, 56, 43, 26, 69]"
67,ESFP-A,Entertainer,"[58, 45, 44, 36, 60]"
68,ENFP-A,Campaigner,"[64, 51, 39, 28, 64]"
69,ESFP-A,Entertainer,"[61, 45, 49, 31, 69]"
70,ESFP-A,Entertainer,"[56, 48, 39, 26, 79]"
71,ENFP-A,Campaigner,"[67, 53, 42, 39, 64]"
72,ESFP-A,Entertainer,"[67, 42, 47, 29, 58]"
73,ESTP-A,Entrepreneur,"[64, 48, 54, 33, 72]"
74,ENFP-A,Campaigner,"[61, 51, 42, 32, 69]"
75,ENFP-A,Campaigner,"[61, 51, 44, 32, 69]"
76,ENFP-A,Campaigner,"[58, 57, 44, 36, 72]"
77,ESFP-A,Entertainer,"[58, 47, 42, 40, 72]"
78,ENFP-A,Campaigner,"[61, 53, 36, 24, 79]"
79,ESFP-A,Entertainer,"[64, 45, 47, 31, 64]"
80,ENFP-A,Campaigner,"[64, 51, 43, 31, 69]"
81,ENFP-A,Campaigner,"[61, 51, 44, 19, 67]"
82,ENFP-A,Campaigner,"[63, 53, 36, 25, 64]"
83,INFP-A,Mediator,"[46, 53, 39, 35, 67]"
84,ENFP-A,Campaigner,"[57, 53, 36, 29, 75]"
85,ENFP-A,Campaigner,"[63, 54, 36, 31, 69]"
86,ENFP-A,Campaigner,"[56, 56, 42, 28, 75]"
87,ENFP-A,Campaigner,"[63, 56, 44, 33, 68]"
88,ENFP-A,Campaigner,"[67, 52, 36, 31, 72]"
89,ENFP-A,Campaigner,"[61, 61, 49, 36, 69]"
90,ESFP-A,Entertainer,"[58, 46, 36, 31, 67]"
91,ESFP-A,Entertainer,"[57, 48, 42, 31, 72]"
92,ISFP-A,Adventurer,"[49, 46, 42, 26, 69]"
93,ENFP-A,Campaigner,"[61, 56, 44, 44, 69]"
94,ESFP-A,Entertainer,"[60, 46, 47, 28, 69]"
95,ESFP-A,Entertainer,"[64, 39, 42, 33, 72]"
96,ESFP-A,Entertainer,"[60, 43, 42, 31, 69]"
97,ESFP-A,Entertainer,"[64, 48, 47, 31, 71]"
98,ENFP-A,Campaigner,"[60, 51, 39, 31, 67]"
99,ENFP-A,Campaigner,"[67, 52, 33, 31, 75]"
100,ESFP-A,Entertainer,"[67, 47, 47, 25, 67]"
